1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,-1.0,nan,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
1.0,nan,nan,-1.0,-1.0
